0.177875  0.183619  0.106134  0.067153  0.026398  0.055831  0.076802  0.110933  0.120401  0.124327  

0.154370  0.135230  0.063812  0.033069  0.015187  0.043015  0.065410  0.081148  0.122342  0.137763  

0.161514  0.140165  0.061315  0.033545  -0.020177  -0.041291  -0.021472  0.023009  0.098005  0.145933  

0.206219  0.157683  0.085551  0.048569  0.027943  0.038270  0.064496  0.068519  0.081521  0.093746  

0.183495  0.136851  0.061081  0.023890  0.010073  0.040978  0.085779  0.116200  0.148130  0.144091  

0.195363  0.172743  0.105921  0.095130  0.063402  0.061700  0.080930  0.098023  0.129436  0.162660  

0.155071  0.139661  0.060334  -0.001991  -0.042315  -0.030526  -0.005258  0.011417  0.053345  0.099718  

0.161508  0.141455  0.073269  0.059426  0.001573  -0.018886  -0.023539  0.005277  0.051774  0.065912  

0.153535  0.132459  0.067168  0.030175  0.011649  0.022941  0.056097  0.074973  0.100149  0.114635  

0.200541  0.160820  0.092934  0.078261  0.030312  0.032316  0.042964  0.073592  0.117120  0.136983  

0.160330  0.141004  0.048958  0.003905  -0.019170  -0.003453  0.017675  0.048890  0.076034  0.081909  

0.194354  0.166010  0.108829  0.091259  0.067864  0.074252  0.086695  0.083179  0.108610  0.111563  

0.160353  0.147060  0.077765  0.046090  0.030130  0.038762  0.063057  0.105430  0.132367  0.152105  

0.200297  0.178210  0.095234  0.046616  0.020309  0.019609  0.030453  0.063890  0.098186  0.113244  

0.155561  0.137230  0.084599  0.053927  0.006716  0.013358  0.034761  0.043367  0.081381  0.037469  

0.166786  0.142662  0.062270  0.042832  -0.003886  0.021302  0.050300  0.067641  0.139684  0.154161  

0.180173  0.149883  0.080697  0.034581  0.005992  0.010350  0.034712  0.053796  0.070834  0.109403  

0.209134  0.180763  0.129962  0.098256  0.070691  0.086946  0.073626  0.081192  0.097419  0.096340  

0.185035  0.171891  0.112056  0.095648  0.045667  0.061974  0.094977  0.098188  0.129627  0.112933  

0.158775  0.137642  0.070453  0.058983  0.027599  0.033230  0.067738  0.089159  0.100182  0.102737  

0.200072  0.166916  0.077761  0.029927  0.008956  0.026899  0.051395  0.093011  0.093808  0.097005  

0.182870  0.162602  0.101099  0.084226  0.032639  0.034077  0.061124  0.073323  0.115104  0.136370  

0.185416  0.154082  0.080732  0.028089  -0.004534  0.008898  0.037799  0.071054  0.096111  0.073387  

0.199989  0.177091  0.110295  0.074162  0.043924  0.050487  0.043877  0.078083  0.120750  0.104354  

0.159657  0.168360  0.092099  0.048404  0.019302  0.032268  0.036217  0.061613  0.083629  0.084456  

0.196410  0.153640  0.074573  0.045612  0.016120  0.012844  0.040532  0.059853  0.055021  0.043596  

0.154011  0.133116  0.073264  0.037986  -0.002545  0.009530  0.025344  0.053945  0.081407  0.117200  

0.198779  0.146193  0.074963  0.043486  0.013397  0.033755  0.055038  0.071149  0.105412  0.117201  

0.159092  0.139972  0.066629  0.007629  -0.032224  -0.015578  0.003754  0.020091  0.048063  0.090470  

0.209716  0.187347  0.104237  0.098000  0.073510  0.085316  0.072554  0.107192  0.128599  0.145575  

0.154861  0.135097  0.063515  0.026165  -0.016598  -0.029734  -0.013403  0.009115  -0.013862  -0.040273  

0.205712  0.182430  0.102747  0.073166  0.047978  0.063804  0.106723  0.104533  0.136351  0.127359  

0.160870  0.145872  0.086899  0.081659  0.039462  0.055742  0.085010  0.118321  0.142423  0.141956  

