-0.611352	0.879902	0.999763	-0.27817	0.654351	0.267957	0.913681	0.999146	0.80013	0.0437082	0.998258	-0.951445	0.0595175	-0.9984	0.363564	0.969565	0.738484	-0.568696	-0.790162	0.9873	0.0667895	0.67072	-0.799042	0.0702249	0.0955471	0.226326	0.838514	0.123975	0.99097	-0.683044	0.904155	-0.970104	0.0313933	0.999688	-0.994361	0.993718	-0.991861	0.973872	-0.952282	0.933304	-0.868278	0.731163	0.886935	0.580495	-0.628701	0.109859	0.53385	-0.537776	0.977277	-0.717443	
-0.181303	0.128894	0.396775	0.998948	0.890577	0.367391	0.808141	0.986891	0.686512	-0.915298	-0.618451	0.344658	0.496436	-0.203593	-0.318584	-0.377863	-0.532295	-0.382248	0.315327	-0.946309	-0.175354	0.930452	-0.93308	0.526766	-0.476479	0.132081	0.476918	0.90118	-0.73806	-0.99996	-0.812103	-0.82288	-0.704404	0.760151	-0.490876	0.745547	0.142846	-0.0158014	0.840692	0.995765	0.717952	0.874634	-0.890044	0.294148	-0.947243	-0.944919	0.875801	-0.71414	-0.315592	0.345337	
0.717884	-0.831344	-0.0346743	0.721276	0.172008	-0.986169	-0.934752	-0.776926	-0.187693	-0.021134	0.348049	-0.554145	0.978771	0.0708766	0.726463	0.206626	0.258443	-0.831096	0.855368	0.678177	0.946067	-0.596156	-0.959947	-0.357453	-0.783644	0.751191	0.986879	-0.333041	0.32543	-0.862496	-0.283307	0.96866	0.987252	-0.0134658	-0.742548	0.467141	-0.911973	0.286046	-0.955788	-0.990401	0.282569	-0.897033	0.9142	-0.969142	0.935355	0.394706	-0.194125	0.871902	0.807156	-0.962763	
0.824347	0.999003	-0.583069	-0.373032	-0.991298	-0.886179	-0.853254	0.292327	0.825698	-0.716646	0.810717	-0.796037	0.749187	0.826512	0.814806	-0.899616	0.944463	0.391325	-0.819108	-0.753204	-0.252239	-0.332406	0.98417	0.967581	0.999974	-0.0646366	0.662811	-0.988116	-0.180387	0.82483	0.195374	0.957583	-0.548639	-0.799985	-0.713193	0.998626	0.554424	-0.754982	0.325209	-0.99331	-0.191831	-0.710759	-0.794637	0.690333	0.350583	-0.101137	-0.424722	-0.498036	-0.50303	-0.67319	
-0.511583	-0.959616	0.194368	0.986762	0.144997	-0.564712	-0.759573	0.232115	-0.0595299	0.967718	0.587936	0.980594	0.849582	0.986198	-0.588019	-0.979998	0.440321	0.956416	-0.861465	0.982423	0.290259	-0.198676	0.974402	-0.993648	0.662153	0.981509	-0.0456028	0.711999	0.914944	0.881784	-0.567903	0.698139	-0.278799	0.561832	-0.0212746	0.927853	0.91084	0.758352	-0.687664	-0.673939	-0.99608	-0.780225	0.741989	0.458002	0.233218	-0.969262	-0.556901	0.697663	-0.878796	-0.409667	
0.356383	0.416826	-0.152564	0.597445	-0.697669	0.573783	0.698073	0.977863	0.0790289	0.71545	-0.854304	0.508401	0.0934987	-0.948256	0.3869	-0.941874	0.99346	-0.999532	0.528802	0.999406	0.557512	0.531133	-0.950946	0.670721	0.527215	0.962227	-0.107368	-0.998716	0.583983	0.827942	-0.872492	0.999481	-0.34413	-0.450819	-0.997522	0.649553	-0.0984067	-0.629367	0.903923	0.999532	0.677927	0.901764	-0.949554	-0.997868	-0.994545	-0.00801657	-0.704339	-0.864562	-0.586456	-0.991742	
0.932808	-0.988258	0.805438	0.867887	0.959919	-0.987211	-0.999982	0.187059	0.649711	0.152232	-0.799303	0.858847	-0.447865	0.310944	0.379824	0.598679	0.113272	-0.738547	-0.756978	-0.800569	0.556507	0.734123	-0.978217	-0.0551044	-0.434733	-0.995071	-0.549629	0.392531	0.169733	0.0183016	0.12565	-0.698495	0.466035	-0.829783	0.910469	-0.714437	0.396883	0.416628	0.0615642	0.391694	-0.122368	-0.323365	-0.661512	0.992253	0.89453	0.998532	0.458535	0.920438	-0.93829	0.952036	
0.566022	0.205362	-0.999033	-0.979562	0.79271	-0.808624	0.934432	0.92426	-0.333692	-0.98842	0.618895	-0.783993	0.556797	-0.943243	0.930671	-0.172018	-0.276784	0.945235	-0.696174	0.582252	0.943508	-0.791236	0.870457	0.737454	-0.0103279	0.99862	-0.719751	-0.84873	-0.789654	0.322321	-0.475047	-0.236117	0.877648	0.523896	0.931701	-0.523685	0.931444	-0.321818	-0.556235	0.978948	0.00218665	-0.0350513	-0.841272	0.460467	0.996791	0.5411	0.0397771	0.344099	0.202576	-0.327187	
0.365887	-0.907731	0.807561	-0.218466	-0.247936	0.696955	0.673501	-0.325043	-0.501287	-0.657079	-0.27469	-0.980162	0.937471	-0.269787	-0.933384	0.400369	0.999413	0.158209	0.526849	0.995274	0.675963	-0.940477	-0.582261	0.910501	-0.133999	-0.857247	-0.913529	0.558924	-0.470652	0.708087	0.106934	-0.980929	0.992055	0.632617	-0.324456	-0.980139	0.368301	0.315877	0.206938	-0.786926	0.898687	0.053039	-0.072561	-0.126639	0.491123	-0.0670118	-0.525111	-0.309858	0.752134	-0.944895	
0.876085	-0.878096	0.748426	0.966388	-0.00960352	-0.785132	0.761016	-0.999738	0.681978	0.967699	-0.402607	0.922914	0.434642	-0.850686	0.776098	0.227577	-0.633033	-0.831474	-0.0384601	-0.992396	0.740231	-0.397043	0.925446	0.737963	0.58095	0.958376	-0.903674	-0.804205	0.444625	-0.5866	-0.936743	0.0315523	0.467206	-0.564494	0.716041	-0.246308	-0.278902	0.970942	-0.941483	-0.940815	-0.103776	0.0880779	0.407902	0.997791	-0.516849	-0.99773	0.950813	-0.468097	-0.230881	-0.988593	
